parcel_id,gt_mask_ct,pred_mask_ct,mean_iou,p_50,r_50,p_70,r_70,p_90,r_90
0.0,9.0,12.0,0.55,0.5,0.67,0.33,0.44,0.0,0.0
1.0,10.0,22.0,0.65,0.32,0.7,0.18,0.4,0.0,0.0
2.0,12.0,14.0,0.24,0.21,0.25,0.21,0.25,0.0,0.0
3.0,4.0,6.0,0.29,0.17,0.25,0.17,0.25,0.0,0.0
4.0,35.0,30.0,0.3,0.2,0.17,0.07,0.06,0.03,0.03
5.0,17.0,13.0,0.43,0.54,0.41,0.15,0.12,0.0,0.0
6.0,16.0,10.0,0.39,0.4,0.25,0.0,0.0,0.0,0.0
7.0,5.0,9.0,0.39,0.33,0.6,0.11,0.2,0.0,0.0
8.0,7.0,11.0,0.31,0.18,0.29,0.09,0.14,0.0,0.0
9.0,12.0,13.0,0.36,0.31,0.33,0.31,0.33,0.0,0.0
10.0,20.0,19.0,0.4,0.53,0.5,0.26,0.25,0.0,0.0
11.0,16.0,14.0,0.35,0.43,0.38,0.21,0.19,0.0,0.0
12.0,10.0,6.0,0.42,0.5,0.3,0.17,0.1,0.0,0.0
13.0,2.0,7.0,0.69,0.29,1.0,0.14,0.5,0.0,0.0
14.0,1.0,3.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0
15.0,11.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
16.0,29.0,26.0,0.35,0.35,0.31,0.08,0.07,0.0,0.0
17.0,14.0,15.0,0.36,0.47,0.5,0.13,0.14,0.0,0.0
18.0,4.0,8.0,0.68,0.5,1.0,0.12,0.25,0.0,0.0
19.0,3.0,5.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0
21.0,8.0,9.0,0.21,0.11,0.12,0.0,0.0,0.0,0.0
22.0,15.0,12.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0
23.0,17.0,25.0,0.28,0.12,0.18,0.0,0.0,0.0,0.0
24.0,8.0,9.0,0.32,0.22,0.25,0.11,0.12,0.0,0.0
25.0,22.0,16.0,0.29,0.25,0.18,0.0,0.0,0.0,0.0
26.0,24.0,26.0,0.39,0.35,0.38,0.15,0.17,0.0,0.0
27.0,39.0,33.0,0.31,0.24,0.21,0.15,0.13,0.0,0.0
28.0,28.0,28.0,0.36,0.32,0.32,0.18,0.18,0.0,0.0
29.0,20.0,17.0,0.4,0.53,0.45,0.06,0.05,0.0,0.0
30.0,3.0,2.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0
31.0,12.0,11.0,0.33,0.18,0.17,0.18,0.17,0.0,0.0
32.0,28.0,27.0,0.28,0.15,0.14,0.11,0.11,0.0,0.0
33.0,26.0,25.0,0.23,0.16,0.15,0.04,0.04,0.0,0.0
34.0,34.0,32.0,0.41,0.44,0.41,0.19,0.18,0.0,0.0
35.0,23.0,19.0,0.43,0.58,0.48,0.26,0.22,0.0,0.0
36.0,10.0,15.0,0.56,0.47,0.7,0.4,0.6,0.07,0.1
37.0,46.0,44.0,0.42,0.45,0.43,0.34,0.33,0.02,0.02
38.0,61.0,58.0,0.42,0.45,0.43,0.28,0.26,0.03,0.03
39.0,38.0,19.0,0.62,0.79,0.39,0.58,0.29,0.0,0.0
40.0,17.0,12.0,0.47,0.58,0.41,0.42,0.29,0.08,0.06
41.0,18.0,11.0,0.43,0.45,0.28,0.27,0.17,0.18,0.11
42.0,20.0,18.0,0.51,0.61,0.55,0.5,0.45,0.0,0.0
43.0,12.0,17.0,0.49,0.35,0.5,0.35,0.5,0.12,0.17
44.0,13.0,12.0,0.52,0.67,0.62,0.5,0.46,0.08,0.08
45.0,12.0,14.0,0.56,0.57,0.67,0.57,0.67,0.07,0.08
46.0,15.0,10.0,0.55,0.6,0.4,0.6,0.4,0.0,0.0
47.0,9.0,7.0,0.45,0.57,0.44,0.43,0.33,0.29,0.22
48.0,42.0,24.0,0.59,0.71,0.4,0.46,0.26,0.08,0.05
49.0,21.0,10.0,0.45,0.5,0.24,0.4,0.19,0.0,0.0
50.0,11.0,13.0,0.53,0.54,0.64,0.23,0.27,0.15,0.18
51.0,26.0,23.0,0.54,0.65,0.58,0.57,0.5,0.26,0.23
52.0,20.0,23.0,0.55,0.57,0.65,0.43,0.5,0.13,0.15
53.0,24.0,21.0,0.53,0.67,0.58,0.43,0.38,0.1,0.08
54.0,16.0,13.0,0.67,0.77,0.62,0.69,0.56,0.31,0.25
55.0,15.0,18.0,0.48,0.44,0.53,0.44,0.53,0.11,0.13
56.0,14.0,16.0,0.72,0.75,0.86,0.75,0.86,0.12,0.14
57.0,17.0,18.0,0.48,0.5,0.53,0.44,0.47,0.0,0.0
58.0,41.0,34.0,0.46,0.5,0.41,0.44,0.37,0.03,0.02
59.0,26.0,27.0,0.58,0.63,0.65,0.48,0.5,0.22,0.23
60.0,9.0,14.0,0.52,0.43,0.67,0.36,0.56,0.0,0.0
61.0,35.0,28.0,0.71,0.82,0.66,0.79,0.63,0.11,0.09
62.0,62.0,42.0,0.56,0.62,0.42,0.45,0.31,0.12,0.08
63.0,46.0,27.0,0.62,0.67,0.39,0.56,0.33,0.22,0.13
64.0,39.0,29.0,0.55,0.62,0.46,0.45,0.33,0.03,0.03
65.0,45.0,33.0,0.57,0.55,0.4,0.52,0.38,0.15,0.11
66.0,44.0,29.0,0.57,0.66,0.43,0.45,0.3,0.07,0.05
67.0,45.0,39.0,0.62,0.67,0.58,0.59,0.51,0.15,0.13
68.0,26.0,28.0,0.44,0.46,0.5,0.29,0.31,0.11,0.12
69.0,19.0,18.0,0.36,0.39,0.37,0.33,0.32,0.11,0.11
70.0,20.0,16.0,0.54,0.62,0.5,0.56,0.45,0.0,0.0
71.0,27.0,17.0,0.61,0.76,0.48,0.47,0.3,0.0,0.0
72.0,7.0,38.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0
73.0,22.0,36.0,0.51,0.39,0.64,0.28,0.45,0.03,0.05
74.0,24.0,19.0,0.34,0.37,0.29,0.26,0.21,0.11,0.08
75.0,39.0,24.0,0.56,0.71,0.44,0.54,0.33,0.17,0.1
76.0,16.0,17.0,0.58,0.71,0.75,0.53,0.56,0.12,0.12
77.0,10.0,9.0,0.62,0.67,0.6,0.67,0.6,0.22,0.2
78.0,5.0,9.0,0.82,0.56,1.0,0.56,1.0,0.11,0.2
79.0,20.0,18.0,0.41,0.5,0.45,0.33,0.3,0.0,0.0
80.0,41.0,28.0,0.48,0.57,0.39,0.36,0.24,0.0,0.0
81.0,23.0,19.0,0.53,0.63,0.52,0.42,0.35,0.16,0.13
82.0,35.0,18.0,0.46,0.56,0.29,0.33,0.17,0.11,0.06
83.0,7.0,9.0,0.54,0.56,0.71,0.11,0.14,0.0,0.0
84.0,4.0,5.0,0.84,0.8,1.0,0.6,0.75,0.6,0.75
85.0,13.0,9.0,0.74,0.89,0.62,0.78,0.54,0.11,0.08
86.0,10.0,8.0,0.62,0.75,0.6,0.5,0.4,0.12,0.1
87.0,9.0,8.0,0.8,0.88,0.78,0.88,0.78,0.5,0.44
88.0,13.0,10.0,0.43,0.5,0.38,0.3,0.23,0.1,0.08
89.0,10.0,10.0,0.62,0.7,0.7,0.6,0.6,0.3,0.3
90.0,18.0,22.0,0.54,0.5,0.61,0.45,0.56,0.09,0.11
91.0,33.0,26.0,0.59,0.73,0.58,0.42,0.33,0.12,0.09
92.0,37.0,31.0,0.6,0.68,0.57,0.55,0.46,0.1,0.08
93.0,24.0,31.0,0.74,0.65,0.83,0.61,0.79,0.23,0.29
94.0,22.0,19.0,0.69,0.74,0.64,0.68,0.59,0.26,0.23
95.0,6.0,2.0,0.92,1.0,0.33,1.0,0.33,1.0,0.33
96.0,9.0,9.0,0.28,0.22,0.22,0.11,0.11,0.0,0.0
97.0,44.0,27.0,0.5,0.59,0.36,0.48,0.3,0.0,0.0
98.0,23.0,19.0,0.59,0.74,0.61,0.53,0.43,0.05,0.04
99.0,26.0,21.0,0.51,0.57,0.46,0.52,0.42,0.19,0.15
100.0,42.0,45.0,0.56,0.62,0.67,0.4,0.43,0.04,0.05
101.0,51.0,44.0,0.46,0.55,0.47,0.27,0.24,0.07,0.06
102.0,51.0,36.0,0.6,0.72,0.51,0.58,0.41,0.03,0.02
103.0,19.0,19.0,0.48,0.58,0.58,0.53,0.53,0.16,0.16
104.0,20.0,16.0,0.6,0.69,0.55,0.69,0.55,0.19,0.15
105.0,52.0,32.0,0.52,0.66,0.4,0.47,0.29,0.06,0.04
106.0,16.0,12.0,0.58,0.67,0.5,0.5,0.38,0.08,0.06
107.0,9.0,10.0,0.54,0.7,0.78,0.4,0.44,0.0,0.0
108.0,21.0,20.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0
109.0,16.0,17.0,0.47,0.47,0.5,0.41,0.44,0.29,0.31
110.0,24.0,16.0,0.57,0.62,0.42,0.5,0.33,0.19,0.12
111.0,14.0,15.0,0.44,0.47,0.5,0.33,0.36,0.2,0.21
112.0,30.0,22.0,0.54,0.55,0.4,0.45,0.33,0.05,0.03
113.0,23.0,25.0,0.51,0.52,0.57,0.48,0.52,0.12,0.13
114.0,53.0,38.0,0.56,0.68,0.49,0.45,0.32,0.08,0.06
115.0,26.0,30.0,0.59,0.53,0.62,0.53,0.62,0.17,0.19
116.0,43.0,35.0,0.51,0.51,0.42,0.43,0.35,0.09,0.07
117.0,12.0,15.0,0.51,0.53,0.67,0.33,0.42,0.13,0.17
118.0,26.0,21.0,0.53,0.62,0.5,0.57,0.46,0.29,0.23
119.0,13.0,13.0,0.54,0.54,0.54,0.46,0.46,0.08,0.08
120.0,4.0,4.0,0.42,0.5,0.5,0.5,0.5,0.0,0.0
121.0,4.0,7.0,0.72,0.43,0.75,0.43,0.75,0.14,0.25
122.0,8.0,7.0,0.37,0.43,0.38,0.43,0.38,0.0,0.0
123.0,2.0,448.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
124.0,14.0,15.0,0.6,0.67,0.71,0.47,0.5,0.13,0.14
125.0,24.0,27.0,0.6,0.63,0.71,0.56,0.62,0.0,0.0
126.0,12.0,10.0,0.6,0.8,0.67,0.4,0.33,0.3,0.25
127.0,12.0,11.0,0.58,0.73,0.67,0.55,0.5,0.18,0.17
128.0,59.0,27.0,0.56,0.63,0.29,0.33,0.15,0.04,0.02
129.0,52.0,18.0,0.65,0.78,0.27,0.61,0.21,0.17,0.06
130.0,31.0,32.0,0.65,0.72,0.74,0.62,0.65,0.25,0.26
131.0,49.0,39.0,0.6,0.77,0.61,0.51,0.41,0.08,0.06
132.0,25.0,22.0,0.59,0.73,0.64,0.5,0.44,0.14,0.12
133.0,12.0,11.0,0.69,0.82,0.75,0.82,0.75,0.18,0.17
134.0,18.0,25.0,0.67,0.56,0.78,0.52,0.72,0.08,0.11
135.0,17.0,13.0,0.55,0.62,0.47,0.54,0.41,0.15,0.12
136.0,28.0,21.0,0.57,0.67,0.5,0.57,0.43,0.29,0.21
137.0,38.0,30.0,0.58,0.7,0.55,0.43,0.34,0.23,0.18
138.0,24.0,41.0,0.34,0.27,0.46,0.07,0.12,0.02,0.04
139.0,27.0,25.0,0.46,0.56,0.52,0.32,0.3,0.12,0.11
140.0,28.0,18.0,0.65,0.78,0.5,0.61,0.39,0.11,0.07
141.0,11.0,6.0,0.78,1.0,0.55,0.83,0.45,0.0,0.0
142.0,62.0,22.0,0.35,0.36,0.13,0.27,0.1,0.0,0.0
143.0,45.0,23.0,0.37,0.39,0.2,0.26,0.13,0.04,0.02
144.0,26.0,18.0,0.45,0.5,0.35,0.39,0.27,0.11,0.08
145.0,23.0,25.0,0.7,0.8,0.87,0.64,0.7,0.28,0.3
146.0,18.0,21.0,0.63,0.62,0.72,0.57,0.67,0.05,0.06
147.0,11.0,14.0,0.64,0.64,0.82,0.36,0.45,0.07,0.09
148.0,22.0,14.0,0.69,0.79,0.5,0.57,0.36,0.29,0.18
149.0,15.0,16.0,0.62,0.69,0.73,0.56,0.6,0.25,0.27
150.0,28.0,25.0,0.61,0.72,0.64,0.56,0.5,0.2,0.18
151.0,31.0,21.0,0.66,0.76,0.52,0.76,0.52,0.19,0.13
152.0,29.0,29.0,0.47,0.55,0.55,0.48,0.48,0.14,0.14
153.0,27.0,21.0,0.67,0.86,0.67,0.67,0.52,0.05,0.04
154.0,7.0,7.0,0.23,0.29,0.29,0.29,0.29,0.0,0.0
155.0,4.0,6.0,0.8,0.67,1.0,0.5,0.75,0.33,0.5
156.0,8.0,8.0,0.56,0.62,0.62,0.5,0.5,0.25,0.25
157.0,13.0,10.0,0.52,0.6,0.46,0.5,0.38,0.3,0.23
158.0,15.0,14.0,0.63,0.79,0.73,0.71,0.67,0.14,0.13
159.0,18.0,13.0,0.67,0.77,0.56,0.77,0.56,0.31,0.22
160.0,24.0,19.0,0.59,0.74,0.58,0.58,0.46,0.21,0.17
161.0,38.0,32.0,0.49,0.59,0.5,0.41,0.34,0.06,0.05
162.0,57.0,31.0,0.57,0.68,0.37,0.42,0.23,0.1,0.05
163.0,74.0,50.0,0.54,0.62,0.42,0.4,0.27,0.06,0.04
164.0,41.0,32.0,0.5,0.5,0.39,0.44,0.34,0.06,0.05
165.0,45.0,30.0,0.61,0.73,0.49,0.57,0.38,0.13,0.09
166.0,32.0,30.0,0.52,0.67,0.62,0.4,0.38,0.07,0.06
167.0,20.0,26.0,0.65,0.58,0.75,0.46,0.6,0.0,0.0
168.0,2.0,8.0,0.48,0.12,0.5,0.12,0.5,0.12,0.5
169.0,9.0,9.0,0.65,0.78,0.78,0.78,0.78,0.22,0.22
170.0,2.0,6.0,0.46,0.17,0.5,0.17,0.5,0.17,0.5
171.0,6.0,16.0,0.62,0.25,0.67,0.25,0.67,0.06,0.17
172.0,26.0,37.0,0.28,0.24,0.35,0.14,0.19,0.0,0.0
173.0,10.0,16.0,0.88,0.62,1.0,0.62,1.0,0.25,0.4
174.0,1.0,15.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
175.0,16.0,14.0,0.43,0.43,0.38,0.36,0.31,0.0,0.0
176.0,31.0,25.0,0.51,0.6,0.48,0.44,0.35,0.12,0.1
177.0,9.0,9.0,0.49,0.56,0.56,0.56,0.56,0.22,0.22
178.0,10.0,10.0,0.7,0.8,0.8,0.8,0.8,0.3,0.3
179.0,13.0,20.0,0.64,0.5,0.77,0.35,0.54,0.15,0.23
180.0,8.0,11.0,0.48,0.36,0.5,0.18,0.25,0.09,0.12
181.0,7.0,7.0,0.74,0.86,0.86,0.86,0.86,0.29,0.29
182.0,9.0,11.0,0.57,0.55,0.67,0.45,0.56,0.27,0.33
183.0,15.0,15.0,0.47,0.47,0.47,0.33,0.33,0.07,0.07
184.0,31.0,23.0,0.59,0.74,0.55,0.57,0.42,0.09,0.06
185.0,21.0,14.0,0.54,0.64,0.43,0.57,0.38,0.29,0.19
186.0,24.0,22.0,0.49,0.55,0.5,0.41,0.38,0.18,0.17
187.0,20.0,20.0,0.5,0.6,0.6,0.45,0.45,0.05,0.05
188.0,2.0,5.0,0.46,0.2,0.5,0.2,0.5,0.0,0.0
189.0,1.0,448.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
190.0,11.0,7.0,0.83,0.86,0.55,0.86,0.55,0.43,0.27
191.0,11.0,10.0,0.55,0.7,0.64,0.5,0.45,0.3,0.27
192.0,22.0,16.0,0.71,0.81,0.59,0.75,0.55,0.31,0.23
193.0,20.0,14.0,0.51,0.57,0.4,0.43,0.3,0.07,0.05
194.0,27.0,25.0,0.53,0.64,0.59,0.44,0.41,0.12,0.11
195.0,29.0,29.0,0.58,0.66,0.66,0.59,0.59,0.28,0.28
196.0,22.0,24.0,0.63,0.62,0.68,0.62,0.68,0.12,0.14
197.0,22.0,20.0,0.63,0.75,0.68,0.6,0.55,0.15,0.14
198.0,22.0,26.0,0.62,0.65,0.77,0.5,0.59,0.19,0.23
199.0,12.0,13.0,0.68,0.77,0.83,0.46,0.5,0.15,0.17
200.0,4.0,4.0,0.43,0.5,0.5,0.5,0.5,0.0,0.0
201.0,19.0,24.0,0.44,0.42,0.53,0.25,0.32,0.04,0.05
202.0,17.0,17.0,0.55,0.71,0.71,0.47,0.47,0.24,0.24
203.0,23.0,14.0,0.68,0.86,0.52,0.57,0.35,0.07,0.04
204.0,3.0,5.0,0.78,0.6,1.0,0.6,1.0,0.0,0.0
205.0,7.0,7.0,0.53,0.71,0.71,0.43,0.43,0.14,0.14
206.0,33.0,25.0,0.54,0.64,0.48,0.48,0.36,0.04,0.03
207.0,34.0,30.0,0.62,0.73,0.65,0.57,0.5,0.1,0.09
208.0,7.0,8.0,0.36,0.25,0.29,0.25,0.29,0.12,0.14
209.0,13.0,7.0,0.58,0.86,0.46,0.29,0.15,0.14,0.08
210.0,19.0,17.0,0.18,0.06,0.05,0.0,0.0,0.0,0.0
211.0,10.0,10.0,0.56,0.7,0.7,0.6,0.6,0.0,0.0
212.0,12.0,12.0,0.42,0.58,0.58,0.25,0.25,0.0,0.0
213.0,9.0,9.0,0.6,0.67,0.67,0.44,0.44,0.22,0.22
214.0,16.0,14.0,0.62,0.79,0.69,0.64,0.56,0.07,0.06
215.0,8.0,17.0,0.85,0.47,1.0,0.41,0.88,0.29,0.62
216.0,22.0,17.0,0.71,0.88,0.68,0.53,0.41,0.24,0.18
217.0,22.0,17.0,0.67,0.82,0.64,0.71,0.55,0.18,0.14
218.0,36.0,29.0,0.69,0.83,0.67,0.69,0.56,0.14,0.11
219.0,25.0,23.0,0.52,0.61,0.56,0.48,0.44,0.13,0.12
220.0,19.0,16.0,0.55,0.69,0.58,0.5,0.42,0.19,0.16
221.0,24.0,25.0,0.56,0.6,0.62,0.52,0.54,0.24,0.25
222.0,7.0,8.0,0.63,0.62,0.71,0.5,0.57,0.0,0.0
223.0,13.0,14.0,0.57,0.64,0.69,0.57,0.62,0.0,0.0
224.0,26.0,23.0,0.63,0.78,0.69,0.57,0.5,0.13,0.12
225.0,16.0,16.0,0.54,0.69,0.69,0.44,0.44,0.19,0.19
226.0,22.0,15.0,0.57,0.67,0.45,0.6,0.41,0.27,0.18
227.0,21.0,16.0,0.8,0.88,0.67,0.81,0.62,0.5,0.38
228.0,17.0,17.0,0.48,0.53,0.53,0.47,0.47,0.24,0.24
229.0,19.0,18.0,0.67,0.83,0.79,0.61,0.58,0.11,0.11
230.0,18.0,21.0,0.79,0.81,0.94,0.71,0.83,0.38,0.44
231.0,23.0,21.0,0.69,0.76,0.7,0.67,0.61,0.29,0.26
232.0,21.0,20.0,0.6,0.75,0.71,0.65,0.62,0.2,0.19
233.0,14.0,20.0,0.43,0.4,0.57,0.2,0.29,0.1,0.14
234.0,21.0,29.0,0.53,0.45,0.62,0.31,0.43,0.17,0.24
235.0,12.0,14.0,0.43,0.43,0.5,0.43,0.5,0.0,0.0
236.0,15.0,13.0,0.67,0.77,0.67,0.69,0.6,0.08,0.07
237.0,2.0,2.0,0.37,0.5,0.5,0.5,0.5,0.0,0.0
238.0,46.0,37.0,0.51,0.59,0.48,0.38,0.3,0.0,0.0
239.0,92.0,69.0,0.52,0.55,0.41,0.38,0.28,0.06,0.04
240.0,34.0,27.0,0.39,0.52,0.41,0.33,0.26,0.04,0.03
241.0,36.0,24.0,0.57,0.67,0.44,0.46,0.31,0.08,0.06
242.0,6.0,6.0,0.72,0.83,0.83,0.83,0.83,0.33,0.33
243.0,15.0,17.0,0.6,0.65,0.73,0.47,0.53,0.18,0.2
244.0,24.0,29.0,0.63,0.59,0.71,0.52,0.62,0.03,0.04
245.0,36.0,36.0,0.45,0.42,0.42,0.39,0.39,0.0,0.0
246.0,5.0,8.0,0.77,0.62,1.0,0.5,0.8,0.0,0.0
247.0,3.0,6.0,0.87,0.5,1.0,0.5,1.0,0.17,0.33
248.0,8.0,8.0,0.68,0.75,0.75,0.62,0.62,0.25,0.25
249.0,4.0,5.0,0.87,0.8,1.0,0.8,1.0,0.2,0.25
250.0,5.0,3.0,0.82,1.0,0.6,0.67,0.4,0.33,0.2
251.0,15.0,13.0,0.63,0.77,0.67,0.54,0.47,0.15,0.13
252.0,9.0,16.0,0.55,0.38,0.67,0.25,0.44,0.12,0.22
253.0,32.0,23.0,0.56,0.7,0.5,0.52,0.38,0.13,0.09
254.0,16.0,20.0,0.78,0.75,0.94,0.65,0.81,0.3,0.38
255.0,10.0,16.0,0.7,0.56,0.9,0.31,0.5,0.06,0.1
256.0,22.0,16.0,0.69,0.88,0.64,0.56,0.41,0.25,0.18
257.0,27.0,20.0,0.62,0.75,0.56,0.45,0.33,0.1,0.07
258.0,32.0,20.0,0.62,0.75,0.47,0.55,0.34,0.2,0.12
259.0,17.0,18.0,0.5,0.56,0.59,0.5,0.53,0.11,0.12
260.0,32.0,23.0,0.67,0.83,0.59,0.61,0.44,0.13,0.09
261.0,17.0,18.0,0.67,0.72,0.76,0.61,0.65,0.17,0.18
262.0,24.0,19.0,0.63,0.74,0.58,0.58,0.46,0.16,0.12
263.0,29.0,22.0,0.66,0.77,0.59,0.73,0.55,0.23,0.17
264.0,31.0,21.0,0.69,0.81,0.55,0.76,0.52,0.29,0.19
265.0,15.0,17.0,0.81,0.82,0.93,0.76,0.87,0.29,0.33
266.0,36.0,22.0,0.6,0.64,0.39,0.5,0.31,0.36,0.22
267.0,20.0,17.0,0.56,0.76,0.65,0.35,0.3,0.12,0.1
268.0,31.0,35.0,0.4,0.4,0.45,0.29,0.32,0.06,0.06
269.0,27.0,24.0,0.49,0.58,0.52,0.46,0.41,0.08,0.07
270.0,26.0,29.0,0.56,0.59,0.65,0.41,0.46,0.03,0.04
271.0,52.0,44.0,0.49,0.55,0.46,0.41,0.35,0.05,0.04
272.0,63.0,41.0,0.54,0.61,0.4,0.49,0.32,0.07,0.05
273.0,53.0,36.0,0.54,0.64,0.43,0.5,0.34,0.03,0.02
274.0,48.0,40.0,0.55,0.6,0.5,0.53,0.44,0.2,0.17
275.0,40.0,23.0,0.56,0.7,0.4,0.48,0.28,0.04,0.03
276.0,22.0,21.0,0.51,0.62,0.59,0.43,0.41,0.19,0.18
277.0,31.0,30.0,0.46,0.53,0.52,0.4,0.39,0.1,0.1
278.0,46.0,34.0,0.5,0.56,0.41,0.47,0.35,0.15,0.11
279.0,1.0,448.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0
280.0,6.0,6.0,0.63,0.67,0.67,0.67,0.67,0.33,0.33
281.0,1.0,2.0,0.85,0.5,1.0,0.5,1.0,0.0,0.0
282.0,2.0,8.0,0.42,0.12,0.5,0.12,0.5,0.0,0.0
283.0,8.0,10.0,0.64,0.6,0.75,0.5,0.62,0.2,0.25
284.0,13.0,16.0,0.61,0.56,0.69,0.5,0.62,0.12,0.15
285.0,13.0,7.0,0.63,0.86,0.46,0.43,0.23,0.0,0.0
286.0,8.0,10.0,0.49,0.5,0.62,0.4,0.5,0.1,0.12
287.0,14.0,15.0,0.68,0.67,0.71,0.67,0.71,0.27,0.29
288.0,20.0,23.0,0.79,0.78,0.9,0.74,0.85,0.22,0.25
289.0,19.0,24.0,0.49,0.46,0.58,0.29,0.37,0.12,0.16
290.0,31.0,22.0,0.79,0.91,0.65,0.77,0.55,0.5,0.35
291.0,28.0,23.0,0.68,0.78,0.64,0.78,0.64,0.35,0.29
292.0,34.0,25.0,0.6,0.76,0.56,0.52,0.38,0.04,0.03
293.0,13.0,26.0,0.59,0.35,0.69,0.31,0.62,0.12,0.23
294.0,23.0,23.0,0.65,0.74,0.74,0.65,0.65,0.3,0.3
295.0,16.0,15.0,0.4,0.47,0.44,0.47,0.44,0.2,0.19
296.0,42.0,35.0,0.58,0.63,0.52,0.57,0.48,0.2,0.17
297.0,47.0,41.0,0.66,0.76,0.66,0.66,0.57,0.29,0.26
298.0,53.0,37.0,0.54,0.62,0.43,0.38,0.26,0.11,0.08
299.0,62.0,38.0,0.41,0.42,0.26,0.24,0.15,0.08,0.05
300.0,27.0,23.0,0.62,0.65,0.56,0.57,0.48,0.26,0.22
301.0,30.0,30.0,0.49,0.5,0.5,0.4,0.4,0.1,0.1
302.0,17.0,14.0,0.59,0.71,0.59,0.57,0.47,0.43,0.35
303.0,51.0,38.0,0.56,0.61,0.45,0.53,0.39,0.11,0.08
304.0,45.0,35.0,0.57,0.66,0.51,0.43,0.33,0.09,0.07
305.0,23.0,18.0,0.5,0.56,0.43,0.44,0.35,0.22,0.17
306.0,28.0,24.0,0.47,0.62,0.54,0.38,0.32,0.0,0.0
307.0,47.0,38.0,0.5,0.58,0.47,0.29,0.23,0.08,0.06
308.0,5.0,5.0,0.46,0.6,0.6,0.4,0.4,0.0,0.0
309.0,2.0,2.0,0.38,0.5,0.5,0.5,0.5,0.0,0.0
310.0,6.0,5.0,0.74,0.8,0.67,0.8,0.67,0.4,0.33
311.0,16.0,21.0,0.64,0.57,0.75,0.48,0.62,0.05,0.06
312.0,18.0,18.0,0.54,0.67,0.67,0.5,0.5,0.17,0.17
313.0,15.0,15.0,0.51,0.6,0.6,0.47,0.47,0.13,0.13
314.0,2.0,3.0,0.42,0.33,0.5,0.33,0.5,0.0,0.0
315.0,1.0,448.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0
316.0,15.0,15.0,0.63,0.73,0.73,0.6,0.6,0.13,0.13
317.0,42.0,33.0,0.6,0.7,0.55,0.55,0.43,0.12,0.1
318.0,28.0,23.0,0.53,0.57,0.46,0.48,0.39,0.17,0.14
319.0,28.0,20.0,0.6,0.7,0.5,0.65,0.46,0.35,0.25
320.0,23.0,14.0,0.78,0.93,0.57,0.86,0.52,0.29,0.17
321.0,73.0,39.0,0.55,0.69,0.37,0.44,0.23,0.03,0.01
322.0,25.0,24.0,0.57,0.71,0.68,0.54,0.52,0.08,0.08
323.0,40.0,31.0,0.42,0.45,0.35,0.39,0.3,0.06,0.05
324.0,26.0,28.0,0.57,0.54,0.58,0.43,0.46,0.11,0.12
325.0,34.0,27.0,0.61,0.7,0.56,0.59,0.47,0.19,0.15
326.0,18.0,17.0,0.5,0.59,0.56,0.47,0.44,0.12,0.11
327.0,27.0,25.0,0.66,0.72,0.67,0.64,0.59,0.2,0.19
328.0,11.0,7.0,0.34,0.43,0.27,0.43,0.27,0.14,0.09
329.0,20.0,18.0,0.45,0.56,0.5,0.39,0.35,0.11,0.1
330.0,38.0,28.0,0.61,0.64,0.47,0.54,0.39,0.29,0.21
331.0,31.0,31.0,0.4,0.48,0.48,0.32,0.32,0.06,0.06
332.0,49.0,42.0,0.44,0.48,0.41,0.31,0.27,0.12,0.1
333.0,43.0,30.0,0.49,0.53,0.37,0.4,0.28,0.17,0.12
334.0,8.0,12.0,0.53,0.42,0.62,0.33,0.5,0.25,0.38
335.0,1.0,2.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
336.0,16.0,17.0,0.55,0.59,0.62,0.41,0.44,0.12,0.12
337.0,9.0,13.0,0.57,0.46,0.67,0.38,0.56,0.08,0.11
338.0,14.0,16.0,0.65,0.69,0.79,0.56,0.64,0.12,0.14
339.0,2.0,4.0,0.89,0.5,1.0,0.5,1.0,0.25,0.5
340.0,1.0,2.0,0.95,0.5,1.0,0.5,1.0,0.5,1.0
341.0,8.0,9.0,0.82,0.78,0.88,0.67,0.75,0.44,0.5
342.0,3.0,4.0,0.88,0.75,1.0,0.75,1.0,0.25,0.33
343.0,17.0,14.0,0.6,0.71,0.59,0.64,0.53,0.29,0.24
344.0,15.0,16.0,0.64,0.69,0.73,0.62,0.67,0.31,0.33
345.0,8.0,12.0,0.85,0.67,1.0,0.58,0.88,0.33,0.5
346.0,6.0,4.0,0.78,1.0,0.67,0.75,0.5,0.0,0.0
347.0,2.0,3.0,0.43,0.33,0.5,0.33,0.5,0.0,0.0
348.0,1.0,448.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0
