parcel_id,gt_mask_ct,pred_mask_ct,mean_iou,p_50,r_50,p_70,r_70,p_90,r_90
1047.0,34.0,55.0,0.44,0.31,0.5,0.24,0.38,0.07,0.12
1048.0,22.0,37.0,0.3,0.16,0.27,0.14,0.23,0.08,0.14
1049.0,17.0,26.0,0.25,0.15,0.24,0.08,0.12,0.0,0.0
1050.0,29.0,49.0,0.32,0.2,0.34,0.16,0.28,0.08,0.14
1051.0,17.0,35.0,0.24,0.11,0.24,0.09,0.18,0.03,0.06
1052.0,10.0,49.0,0.37,0.06,0.3,0.04,0.2,0.0,0.0
1053.0,21.0,60.0,0.36,0.13,0.38,0.12,0.33,0.05,0.14
1054.0,36.0,93.0,0.33,0.13,0.33,0.12,0.31,0.04,0.11
1055.0,26.0,49.0,0.51,0.33,0.62,0.27,0.5,0.04,0.08
1056.0,11.0,18.0,0.19,0.11,0.18,0.06,0.09,0.06,0.09
1057.0,11.0,26.0,0.59,0.27,0.64,0.27,0.64,0.15,0.36
1058.0,12.0,51.0,0.44,0.12,0.5,0.1,0.42,0.06,0.25
1059.0,21.0,45.0,0.43,0.24,0.52,0.18,0.38,0.04,0.1
1060.0,21.0,61.0,0.5,0.2,0.57,0.16,0.48,0.03,0.1
1061.0,12.0,54.0,0.52,0.13,0.58,0.11,0.5,0.02,0.08
1062.0,18.0,45.0,0.47,0.2,0.5,0.2,0.5,0.16,0.39
1063.0,25.0,60.0,0.45,0.22,0.52,0.17,0.4,0.05,0.12
1064.0,27.0,50.0,0.23,0.14,0.26,0.08,0.15,0.02,0.04
1065.0,15.0,51.0,0.35,0.12,0.4,0.08,0.27,0.04,0.13
1066.0,20.0,38.0,0.24,0.11,0.2,0.08,0.15,0.05,0.1
1067.0,25.0,36.0,0.25,0.17,0.24,0.17,0.24,0.06,0.08
1068.0,28.0,46.0,0.36,0.24,0.39,0.24,0.39,0.07,0.11
1069.0,12.0,30.0,0.44,0.2,0.5,0.1,0.25,0.07,0.17
1070.0,24.0,47.0,0.47,0.28,0.54,0.17,0.33,0.09,0.17
1071.0,15.0,38.0,0.33,0.13,0.33,0.13,0.33,0.03,0.07
1072.0,19.0,36.0,0.48,0.25,0.47,0.25,0.47,0.14,0.26
1073.0,14.0,45.0,0.58,0.22,0.71,0.18,0.57,0.09,0.29
1074.0,20.0,56.0,0.61,0.23,0.65,0.18,0.5,0.12,0.35
1075.0,14.0,42.0,0.66,0.26,0.79,0.19,0.57,0.07,0.21
1076.0,1.0,17.0,0.97,0.06,1.0,0.06,1.0,0.06,1.0
1077.0,7.0,31.0,0.72,0.19,0.86,0.19,0.86,0.0,0.0
1078.0,13.0,59.0,0.51,0.1,0.46,0.08,0.38,0.05,0.23
1079.0,21.0,46.0,0.55,0.24,0.52,0.22,0.48,0.09,0.19
1080.0,21.0,52.0,0.33,0.15,0.38,0.12,0.29,0.02,0.05
1081.0,31.0,62.0,0.39,0.21,0.42,0.19,0.39,0.1,0.19
1082.0,26.0,95.0,0.16,0.02,0.08,0.0,0.0,0.0,0.0
1083.0,25.0,48.0,0.27,0.12,0.24,0.12,0.24,0.02,0.04
1084.0,28.0,35.0,0.17,0.11,0.14,0.09,0.11,0.0,0.0
1085.0,38.0,33.0,0.25,0.3,0.26,0.21,0.18,0.0,0.0
1086.0,38.0,67.0,0.48,0.3,0.53,0.27,0.47,0.12,0.21
1087.0,26.0,46.0,0.3,0.17,0.31,0.17,0.31,0.11,0.19
1088.0,27.0,59.0,0.37,0.14,0.3,0.1,0.22,0.07,0.15
1089.0,25.0,51.0,0.51,0.25,0.52,0.22,0.44,0.08,0.16
1090.0,21.0,74.0,0.64,0.22,0.76,0.18,0.62,0.04,0.14
1091.0,13.0,57.0,0.64,0.16,0.69,0.11,0.46,0.07,0.31
1092.0,1.0,19.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
1093.0,10.0,29.0,0.38,0.14,0.4,0.1,0.3,0.03,0.1
1094.0,8.0,35.0,0.67,0.17,0.75,0.14,0.62,0.11,0.5
1095.0,21.0,46.0,0.55,0.28,0.62,0.26,0.57,0.11,0.24
1096.0,21.0,36.0,0.38,0.22,0.38,0.22,0.38,0.14,0.24
1097.0,14.0,48.0,0.58,0.21,0.71,0.15,0.5,0.08,0.29
1098.0,23.0,69.0,0.51,0.2,0.61,0.16,0.48,0.03,0.09
1099.0,13.0,95.0,0.4,0.05,0.38,0.03,0.23,0.01,0.08
1100.0,16.0,53.0,0.65,0.23,0.75,0.21,0.69,0.08,0.25
1101.0,5.0,67.0,0.67,0.04,0.6,0.03,0.4,0.03,0.4
1102.0,14.0,41.0,0.47,0.15,0.43,0.15,0.43,0.07,0.21
1103.0,26.0,63.0,0.29,0.1,0.23,0.05,0.12,0.03,0.08
1104.0,25.0,64.0,0.42,0.19,0.48,0.11,0.28,0.05,0.12
1105.0,11.0,32.0,0.19,0.03,0.09,0.03,0.09,0.0,0.0
1106.0,11.0,28.0,0.39,0.14,0.36,0.14,0.36,0.07,0.18
1107.0,17.0,47.0,0.45,0.19,0.53,0.15,0.41,0.06,0.18
1108.0,33.0,53.0,0.26,0.17,0.27,0.13,0.21,0.06,0.09
1109.0,21.0,56.0,0.62,0.27,0.71,0.25,0.67,0.09,0.24
1110.0,25.0,62.0,0.49,0.19,0.48,0.16,0.4,0.08,0.2
1111.0,18.0,49.0,0.69,0.27,0.72,0.24,0.67,0.1,0.28
1112.0,9.0,27.0,0.81,0.3,0.89,0.26,0.78,0.19,0.56
1113.0,16.0,47.0,0.57,0.21,0.62,0.19,0.56,0.15,0.44
1114.0,14.0,45.0,0.62,0.2,0.64,0.18,0.57,0.04,0.14
1115.0,19.0,31.0,0.23,0.13,0.21,0.1,0.16,0.06,0.11
1116.0,20.0,48.0,0.25,0.1,0.25,0.1,0.25,0.02,0.05
1117.0,25.0,52.0,0.56,0.27,0.56,0.25,0.52,0.08,0.16
1118.0,3.0,47.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0
1119.0,22.0,49.0,0.17,0.06,0.14,0.06,0.14,0.02,0.05
1120.0,27.0,55.0,0.22,0.13,0.26,0.07,0.15,0.0,0.0
1121.0,22.0,43.0,0.25,0.14,0.27,0.07,0.14,0.0,0.0
1122.0,23.0,31.0,0.15,0.1,0.13,0.03,0.04,0.03,0.04
1123.0,29.0,72.0,0.42,0.17,0.41,0.17,0.41,0.01,0.03
1124.0,17.0,55.0,0.29,0.09,0.29,0.04,0.12,0.0,0.0
1125.0,21.0,49.0,0.52,0.24,0.57,0.2,0.48,0.02,0.05
1126.0,25.0,45.0,0.42,0.27,0.48,0.22,0.4,0.0,0.0
1127.0,17.0,57.0,0.63,0.18,0.59,0.16,0.53,0.11,0.35
1128.0,5.0,25.0,0.48,0.12,0.6,0.08,0.4,0.04,0.2
1129.0,1.0,21.0,0.91,0.05,1.0,0.05,1.0,0.05,1.0
1130.0,5.0,19.0,0.49,0.16,0.6,0.11,0.4,0.05,0.2
1131.0,4.0,32.0,0.25,0.03,0.25,0.03,0.25,0.0,0.0
1132.0,13.0,34.0,0.46,0.18,0.46,0.15,0.38,0.06,0.15
1133.0,23.0,52.0,0.3,0.12,0.26,0.12,0.26,0.02,0.04
1134.0,15.0,57.0,0.42,0.12,0.47,0.11,0.4,0.04,0.13
1135.0,26.0,95.0,0.43,0.13,0.46,0.09,0.35,0.02,0.08
1136.0,31.0,76.0,0.41,0.18,0.45,0.16,0.39,0.05,0.13
1137.0,26.0,44.0,0.42,0.25,0.42,0.25,0.42,0.07,0.12
1138.0,16.0,33.0,0.32,0.15,0.31,0.15,0.31,0.15,0.31
1139.0,28.0,57.0,0.27,0.14,0.29,0.09,0.18,0.02,0.04
1140.0,10.0,44.0,0.67,0.14,0.6,0.14,0.6,0.09,0.4
1141.0,8.0,32.0,0.56,0.16,0.62,0.12,0.5,0.06,0.25
1142.0,9.0,50.0,0.64,0.14,0.78,0.12,0.67,0.04,0.22
1143.0,11.0,47.0,0.77,0.21,0.91,0.19,0.82,0.02,0.09
1144.0,26.0,72.0,0.42,0.18,0.5,0.12,0.35,0.03,0.08
1145.0,28.0,116.0,0.31,0.09,0.36,0.05,0.21,0.01,0.04
1146.0,16.0,146.0,0.41,0.05,0.44,0.05,0.44,0.0,0.0
1147.0,22.0,47.0,0.52,0.26,0.55,0.23,0.5,0.06,0.14
1148.0,17.0,73.0,0.55,0.15,0.65,0.1,0.41,0.04,0.18
1149.0,9.0,55.0,0.5,0.09,0.56,0.07,0.44,0.02,0.11
1150.0,8.0,49.0,0.49,0.08,0.5,0.08,0.5,0.02,0.12
1151.0,15.0,39.0,0.21,0.08,0.2,0.05,0.13,0.03,0.07
1152.0,17.0,40.0,0.57,0.25,0.59,0.25,0.59,0.15,0.35
1153.0,26.0,60.0,0.44,0.22,0.5,0.18,0.42,0.08,0.19
1154.0,1.0,47.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
1155.0,9.0,34.0,0.64,0.21,0.78,0.18,0.67,0.0,0.0
1156.0,15.0,35.0,0.31,0.14,0.33,0.09,0.2,0.0,0.0
1157.0,25.0,66.0,0.33,0.14,0.36,0.12,0.32,0.0,0.0
1158.0,21.0,59.0,0.36,0.14,0.38,0.08,0.24,0.03,0.1
1159.0,30.0,53.0,0.37,0.25,0.43,0.19,0.33,0.02,0.03
1160.0,51.0,58.0,0.24,0.22,0.25,0.12,0.14,0.03,0.04
1161.0,26.0,81.0,0.31,0.1,0.31,0.1,0.31,0.01,0.04
1162.0,27.0,71.0,0.46,0.2,0.52,0.17,0.44,0.04,0.11
1163.0,18.0,65.0,0.46,0.14,0.5,0.12,0.44,0.05,0.17
1164.0,13.0,44.0,0.77,0.25,0.85,0.23,0.77,0.14,0.46
1165.0,14.0,48.0,0.51,0.15,0.5,0.12,0.43,0.02,0.07
1166.0,2.0,13.0,0.47,0.08,0.5,0.08,0.5,0.0,0.0
1167.0,4.0,31.0,0.62,0.1,0.75,0.06,0.5,0.03,0.25
1168.0,23.0,70.0,0.43,0.16,0.48,0.13,0.39,0.1,0.3
1169.0,21.0,82.0,0.53,0.15,0.57,0.13,0.52,0.06,0.24
1170.0,10.0,70.0,0.62,0.11,0.8,0.06,0.4,0.01,0.1
1171.0,19.0,67.0,0.48,0.15,0.53,0.15,0.53,0.03,0.11
1172.0,20.0,57.0,0.33,0.12,0.35,0.09,0.25,0.07,0.2
1173.0,12.0,57.0,0.45,0.11,0.5,0.07,0.33,0.02,0.08
1174.0,24.0,45.0,0.44,0.22,0.42,0.18,0.33,0.09,0.17
1175.0,15.0,43.0,0.37,0.12,0.33,0.12,0.33,0.07,0.2
1176.0,20.0,54.0,0.54,0.24,0.65,0.2,0.55,0.07,0.2
1177.0,15.0,67.0,0.68,0.18,0.8,0.13,0.6,0.04,0.2
1178.0,25.0,42.0,0.37,0.24,0.4,0.19,0.32,0.02,0.04
1179.0,32.0,62.0,0.53,0.31,0.59,0.23,0.44,0.15,0.28
1180.0,34.0,90.0,0.67,0.28,0.74,0.27,0.71,0.11,0.29
1181.0,29.0,61.0,0.37,0.21,0.45,0.2,0.41,0.03,0.07
1182.0,31.0,71.0,0.49,0.24,0.55,0.2,0.45,0.04,0.1
1183.0,27.0,52.0,0.46,0.27,0.52,0.19,0.37,0.06,0.11
1184.0,16.0,53.0,0.51,0.13,0.44,0.08,0.25,0.06,0.19
1185.0,18.0,41.0,0.44,0.2,0.44,0.17,0.39,0.07,0.17
1186.0,13.0,43.0,0.54,0.21,0.69,0.14,0.46,0.02,0.08
1187.0,14.0,29.0,0.33,0.17,0.36,0.14,0.29,0.07,0.14
1188.0,9.0,35.0,0.24,0.03,0.11,0.0,0.0,0.0,0.0
1189.0,4.0,19.0,0.47,0.11,0.5,0.11,0.5,0.05,0.25
1190.0,8.0,31.0,0.4,0.1,0.38,0.06,0.25,0.0,0.0
1191.0,17.0,45.0,0.35,0.16,0.41,0.09,0.24,0.04,0.12
1192.0,20.0,64.0,0.38,0.09,0.3,0.08,0.25,0.03,0.1
1193.0,32.0,54.0,0.48,0.31,0.53,0.28,0.47,0.06,0.09
1194.0,53.0,95.0,0.29,0.16,0.28,0.13,0.23,0.02,0.04
1195.0,42.0,93.0,0.31,0.15,0.33,0.12,0.26,0.03,0.07
1196.0,19.0,55.0,0.46,0.2,0.58,0.13,0.37,0.05,0.16
1197.0,18.0,58.0,0.4,0.12,0.39,0.1,0.33,0.05,0.17
1198.0,16.0,50.0,0.59,0.22,0.69,0.2,0.62,0.06,0.19
1199.0,24.0,56.0,0.59,0.29,0.67,0.21,0.5,0.11,0.25
1200.0,19.0,39.0,0.51,0.28,0.58,0.21,0.42,0.08,0.16
1201.0,12.0,62.0,0.53,0.11,0.58,0.11,0.58,0.1,0.5
1202.0,10.0,23.0,0.3,0.13,0.3,0.09,0.2,0.0,0.0
1203.0,6.0,11.0,0.28,0.18,0.33,0.09,0.17,0.0,0.0
1204.0,11.0,43.0,0.29,0.09,0.36,0.05,0.18,0.02,0.09
1205.0,13.0,43.0,0.45,0.16,0.54,0.12,0.38,0.05,0.15
1206.0,5.0,29.0,0.94,0.17,1.0,0.17,1.0,0.14,0.8
1207.0,18.0,55.0,0.6,0.22,0.67,0.18,0.56,0.04,0.11
1208.0,23.0,77.0,0.46,0.14,0.48,0.13,0.43,0.08,0.26
1209.0,20.0,69.0,0.53,0.17,0.6,0.13,0.45,0.07,0.25
1210.0,19.0,50.0,0.53,0.22,0.58,0.16,0.42,0.08,0.21
1211.0,16.0,41.0,0.6,0.27,0.69,0.24,0.62,0.05,0.12
1212.0,22.0,59.0,0.46,0.19,0.5,0.15,0.41,0.05,0.14
1213.0,19.0,52.0,0.51,0.19,0.53,0.17,0.47,0.17,0.47
1214.0,15.0,49.0,0.36,0.12,0.4,0.12,0.4,0.0,0.0
1215.0,18.0,42.0,0.41,0.21,0.5,0.12,0.28,0.05,0.11
1216.0,22.0,33.0,0.32,0.21,0.32,0.18,0.27,0.09,0.14
1217.0,23.0,64.0,0.5,0.19,0.52,0.16,0.43,0.09,0.26
1218.0,16.0,41.0,0.42,0.17,0.44,0.15,0.38,0.07,0.19
1219.0,16.0,39.0,0.52,0.26,0.62,0.21,0.5,0.0,0.0
1220.0,12.0,28.0,0.63,0.29,0.67,0.29,0.67,0.11,0.25
1221.0,8.0,26.0,0.5,0.15,0.5,0.15,0.5,0.08,0.25
1222.0,11.0,41.0,0.46,0.15,0.55,0.1,0.36,0.02,0.09
1223.0,21.0,31.0,0.49,0.35,0.52,0.29,0.43,0.16,0.24
1224.0,15.0,42.0,0.4,0.17,0.47,0.12,0.33,0.0,0.0
1225.0,22.0,40.0,0.2,0.12,0.23,0.1,0.18,0.0,0.0
1226.0,18.0,49.0,0.5,0.22,0.61,0.14,0.39,0.08,0.22
1227.0,13.0,35.0,0.46,0.17,0.46,0.14,0.38,0.09,0.23
1228.0,23.0,54.0,0.58,0.3,0.7,0.24,0.57,0.11,0.26
1229.0,26.0,82.0,0.62,0.23,0.73,0.21,0.65,0.06,0.19
1230.0,36.0,56.0,0.25,0.14,0.22,0.12,0.19,0.02,0.03
1231.0,29.0,59.0,0.29,0.15,0.31,0.08,0.17,0.03,0.07
1232.0,27.0,52.0,0.23,0.13,0.26,0.12,0.22,0.0,0.0
1233.0,20.0,65.0,0.46,0.17,0.55,0.15,0.5,0.02,0.05
1234.0,22.0,60.0,0.36,0.15,0.41,0.15,0.41,0.03,0.09
1235.0,17.0,62.0,0.56,0.18,0.65,0.16,0.59,0.02,0.06
1236.0,39.0,61.0,0.43,0.26,0.41,0.26,0.41,0.11,0.18
1237.0,13.0,39.0,0.43,0.13,0.38,0.13,0.38,0.0,0.0
1238.0,13.0,36.0,0.49,0.17,0.46,0.17,0.46,0.08,0.23
1239.0,10.0,36.0,0.67,0.19,0.7,0.19,0.7,0.08,0.3
1240.0,6.0,32.0,0.81,0.16,0.83,0.16,0.83,0.09,0.5
1241.0,28.0,54.0,0.42,0.28,0.54,0.15,0.29,0.02,0.04
1242.0,17.0,45.0,0.43,0.2,0.53,0.16,0.41,0.07,0.18
1243.0,37.0,75.0,0.47,0.27,0.54,0.21,0.43,0.08,0.16
1244.0,14.0,63.0,0.38,0.08,0.36,0.06,0.29,0.05,0.21
1245.0,4.0,40.0,0.87,0.1,1.0,0.1,1.0,0.03,0.25
1246.0,16.0,54.0,0.55,0.19,0.62,0.15,0.5,0.07,0.25
1247.0,16.0,56.0,0.46,0.14,0.5,0.12,0.44,0.04,0.12
1248.0,9.0,43.0,0.53,0.12,0.56,0.09,0.44,0.07,0.33
1249.0,2.0,26.0,0.44,0.04,0.5,0.04,0.5,0.0,0.0
1250.0,1.0,26.0,0.86,0.04,1.0,0.04,1.0,0.0,0.0
1251.0,8.0,19.0,0.42,0.21,0.5,0.16,0.38,0.11,0.25
1252.0,13.0,30.0,0.36,0.17,0.38,0.13,0.31,0.03,0.08
1253.0,18.0,48.0,0.52,0.21,0.56,0.19,0.5,0.1,0.28
1254.0,6.0,15.0,0.33,0.13,0.33,0.13,0.33,0.13,0.33
1255.0,12.0,37.0,0.6,0.22,0.67,0.19,0.58,0.11,0.33
1256.0,1.0,23.0,0.77,0.04,1.0,0.04,1.0,0.0,0.0
1257.0,16.0,61.0,0.42,0.13,0.5,0.1,0.38,0.03,0.12
1258.0,21.0,48.0,0.46,0.23,0.52,0.15,0.33,0.06,0.14
1259.0,14.0,51.0,0.66,0.2,0.71,0.16,0.57,0.1,0.36
1260.0,19.0,59.0,0.46,0.15,0.47,0.14,0.42,0.07,0.21
1261.0,19.0,73.0,0.53,0.15,0.58,0.14,0.53,0.05,0.21
1262.0,40.0,71.0,0.33,0.2,0.35,0.14,0.25,0.03,0.05
1263.0,46.0,50.0,0.17,0.16,0.17,0.1,0.11,0.02,0.02
1264.0,27.0,57.0,0.53,0.25,0.52,0.21,0.44,0.05,0.11
1265.0,26.0,70.0,0.44,0.19,0.5,0.16,0.42,0.0,0.0
1266.0,19.0,40.0,0.55,0.3,0.63,0.23,0.47,0.07,0.16
1267.0,26.0,49.0,0.59,0.35,0.65,0.35,0.65,0.14,0.27
1268.0,19.0,49.0,0.63,0.24,0.63,0.24,0.63,0.12,0.32
1269.0,24.0,46.0,0.58,0.35,0.67,0.28,0.54,0.11,0.21
1270.0,10.0,36.0,0.57,0.17,0.6,0.17,0.6,0.06,0.2
1271.0,11.0,31.0,0.44,0.16,0.45,0.13,0.36,0.13,0.36
1272.0,16.0,61.0,0.48,0.11,0.44,0.1,0.38,0.07,0.25
1273.0,14.0,35.0,0.49,0.2,0.5,0.17,0.43,0.09,0.21
1274.0,17.0,46.0,0.45,0.2,0.53,0.17,0.47,0.11,0.29
1275.0,20.0,46.0,0.65,0.33,0.75,0.33,0.75,0.09,0.2
1276.0,19.0,59.0,0.68,0.25,0.79,0.22,0.68,0.12,0.37
1277.0,34.0,79.0,0.42,0.19,0.44,0.16,0.38,0.04,0.09
1278.0,14.0,65.0,0.5,0.12,0.57,0.12,0.57,0.02,0.07
1279.0,5.0,52.0,0.74,0.08,0.8,0.06,0.6,0.0,0.0
1280.0,10.0,53.0,0.56,0.11,0.6,0.11,0.6,0.04,0.2
1281.0,5.0,29.0,0.78,0.14,0.8,0.14,0.8,0.0,0.0
1282.0,3.0,32.0,0.89,0.09,1.0,0.09,1.0,0.06,0.67
1283.0,12.0,27.0,0.56,0.26,0.58,0.26,0.58,0.26,0.58
1284.0,7.0,22.0,0.85,0.27,0.86,0.27,0.86,0.23,0.71
1285.0,8.0,47.0,0.59,0.11,0.62,0.11,0.62,0.11,0.62
1286.0,19.0,59.0,0.71,0.27,0.84,0.22,0.68,0.08,0.26
1287.0,8.0,44.0,0.41,0.09,0.5,0.07,0.38,0.02,0.12
1288.0,11.0,33.0,0.34,0.09,0.27,0.09,0.27,0.03,0.09
1289.0,16.0,63.0,0.71,0.22,0.88,0.14,0.56,0.1,0.38
1290.0,21.0,51.0,0.56,0.25,0.62,0.22,0.52,0.1,0.24
1291.0,2.0,18.0,0.95,0.11,1.0,0.11,1.0,0.11,1.0
1292.0,13.0,41.0,0.34,0.12,0.38,0.1,0.31,0.07,0.23
1293.0,20.0,33.0,0.58,0.39,0.65,0.33,0.55,0.27,0.45
1294.0,16.0,48.0,0.58,0.23,0.69,0.12,0.38,0.06,0.19
1295.0,23.0,51.0,0.31,0.12,0.26,0.08,0.17,0.04,0.09
1296.0,26.0,74.0,0.47,0.19,0.54,0.15,0.42,0.04,0.12
1297.0,29.0,69.0,0.44,0.22,0.52,0.12,0.28,0.03,0.07
1298.0,26.0,84.0,0.35,0.12,0.38,0.06,0.19,0.01,0.04
1299.0,32.0,70.0,0.39,0.21,0.47,0.19,0.41,0.03,0.06
1300.0,16.0,99.0,0.55,0.1,0.62,0.06,0.38,0.0,0.0
1301.0,13.0,69.0,0.52,0.09,0.46,0.09,0.46,0.04,0.23
1302.0,15.0,43.0,0.53,0.21,0.6,0.16,0.47,0.07,0.2
1303.0,13.0,60.0,0.38,0.07,0.31,0.05,0.23,0.02,0.08
1304.0,20.0,37.0,0.58,0.32,0.6,0.3,0.55,0.19,0.35
1305.0,21.0,61.0,0.65,0.26,0.76,0.21,0.62,0.05,0.14
1306.0,13.0,49.0,0.65,0.18,0.69,0.16,0.62,0.06,0.23
1307.0,1.0,18.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0
1308.0,13.0,40.0,0.32,0.12,0.38,0.1,0.31,0.03,0.08
1309.0,9.0,28.0,0.52,0.18,0.56,0.18,0.56,0.04,0.11
1310.0,10.0,45.0,0.73,0.16,0.7,0.13,0.6,0.09,0.4
1311.0,13.0,46.0,0.37,0.09,0.31,0.09,0.31,0.09,0.31
1312.0,36.0,73.0,0.55,0.29,0.58,0.27,0.56,0.12,0.25
1313.0,20.0,74.0,0.55,0.18,0.65,0.16,0.6,0.03,0.1
1314.0,27.0,70.0,0.4,0.16,0.41,0.13,0.33,0.01,0.04
1315.0,18.0,71.0,0.69,0.2,0.78,0.17,0.67,0.06,0.22
1316.0,13.0,51.0,0.75,0.2,0.77,0.2,0.77,0.08,0.31
1317.0,4.0,28.0,0.44,0.04,0.25,0.04,0.25,0.0,0.0
1318.0,19.0,42.0,0.38,0.17,0.37,0.17,0.37,0.12,0.26
1319.0,14.0,35.0,0.44,0.2,0.5,0.14,0.36,0.11,0.29
1320.0,15.0,37.0,0.64,0.3,0.73,0.24,0.6,0.19,0.47
1321.0,30.0,49.0,0.37,0.24,0.4,0.14,0.23,0.12,0.2
1322.0,27.0,69.0,0.43,0.19,0.48,0.19,0.48,0.04,0.11
1323.0,43.0,69.0,0.3,0.17,0.28,0.1,0.16,0.07,0.12
1324.0,26.0,67.0,0.47,0.18,0.46,0.16,0.42,0.06,0.15
1325.0,35.0,106.0,0.53,0.19,0.57,0.15,0.46,0.03,0.09
1326.0,16.0,28.0,0.44,0.29,0.5,0.25,0.44,0.21,0.38
1327.0,25.0,61.0,0.78,0.38,0.92,0.33,0.8,0.2,0.48
1328.0,17.0,34.0,0.54,0.32,0.65,0.24,0.47,0.09,0.18
1329.0,25.0,63.0,0.63,0.3,0.76,0.25,0.64,0.06,0.16
1330.0,27.0,60.0,0.29,0.13,0.3,0.08,0.19,0.0,0.0
1331.0,23.0,50.0,0.4,0.2,0.43,0.14,0.3,0.02,0.04
1332.0,27.0,73.0,0.47,0.18,0.48,0.12,0.33,0.05,0.15
1333.0,22.0,76.0,0.56,0.18,0.64,0.14,0.5,0.08,0.27
1334.0,36.0,86.0,0.34,0.14,0.33,0.12,0.28,0.05,0.11
1335.0,27.0,85.0,0.44,0.15,0.48,0.14,0.44,0.02,0.07
1336.0,25.0,64.0,0.41,0.19,0.48,0.09,0.24,0.02,0.04
1337.0,11.0,55.0,0.5,0.11,0.55,0.09,0.45,0.05,0.27
1338.0,17.0,79.0,0.52,0.13,0.59,0.09,0.41,0.01,0.06
1339.0,21.0,63.0,0.48,0.16,0.48,0.13,0.38,0.0,0.0
1340.0,19.0,73.0,0.46,0.11,0.42,0.07,0.26,0.03,0.11
1341.0,12.0,51.0,0.7,0.18,0.75,0.14,0.58,0.1,0.42
1342.0,7.0,22.0,0.63,0.23,0.71,0.23,0.71,0.09,0.29
1343.0,14.0,73.0,0.61,0.14,0.71,0.12,0.64,0.05,0.29
1344.0,19.0,41.0,0.49,0.27,0.58,0.22,0.47,0.07,0.16
1345.0,17.0,48.0,0.49,0.19,0.53,0.19,0.53,0.02,0.06
1346.0,8.0,57.0,0.62,0.11,0.75,0.09,0.62,0.04,0.25
1347.0,4.0,19.0,0.43,0.11,0.5,0.11,0.5,0.0,0.0
1348.0,17.0,45.0,0.38,0.18,0.47,0.11,0.29,0.04,0.12
1349.0,25.0,54.0,0.51,0.28,0.6,0.24,0.52,0.04,0.08
1350.0,29.0,73.0,0.5,0.22,0.55,0.16,0.41,0.05,0.14
1351.0,34.0,76.0,0.35,0.16,0.35,0.14,0.32,0.01,0.03
1352.0,30.0,60.0,0.45,0.25,0.5,0.2,0.4,0.05,0.1
1353.0,14.0,27.0,0.67,0.41,0.79,0.41,0.79,0.15,0.29
1354.0,19.0,54.0,0.74,0.3,0.84,0.3,0.84,0.13,0.37
1355.0,23.0,77.0,0.53,0.18,0.61,0.14,0.48,0.03,0.09
1356.0,47.0,73.0,0.31,0.23,0.36,0.19,0.3,0.03,0.04
1357.0,39.0,93.0,0.5,0.23,0.54,0.23,0.54,0.06,0.15
1358.0,40.0,80.0,0.37,0.2,0.4,0.19,0.38,0.09,0.17
1359.0,41.0,69.0,0.28,0.2,0.34,0.12,0.2,0.04,0.07
1360.0,44.0,62.0,0.46,0.34,0.48,0.29,0.41,0.06,0.09
1361.0,11.0,22.0,0.33,0.18,0.36,0.14,0.27,0.0,0.0
1362.0,22.0,45.0,0.49,0.27,0.55,0.22,0.45,0.09,0.18
1363.0,28.0,50.0,0.5,0.32,0.57,0.24,0.43,0.06,0.11
1364.0,32.0,64.0,0.45,0.23,0.47,0.16,0.31,0.08,0.16
1365.0,24.0,44.0,0.45,0.27,0.5,0.2,0.38,0.05,0.08
1366.0,13.0,41.0,0.51,0.17,0.54,0.15,0.46,0.02,0.08
1367.0,18.0,41.0,0.32,0.12,0.28,0.12,0.28,0.02,0.06
1368.0,8.0,42.0,0.54,0.12,0.62,0.1,0.5,0.05,0.25
1369.0,21.0,71.0,0.55,0.18,0.62,0.15,0.52,0.0,0.0
1370.0,23.0,73.0,0.62,0.21,0.65,0.19,0.61,0.07,0.22
1371.0,30.0,77.0,0.46,0.18,0.47,0.13,0.33,0.04,0.1
1372.0,25.0,104.0,0.52,0.13,0.56,0.08,0.32,0.02,0.08
1373.0,16.0,92.0,0.52,0.09,0.5,0.07,0.38,0.03,0.19
1374.0,24.0,82.0,0.55,0.18,0.62,0.16,0.54,0.04,0.12
1375.0,17.0,55.0,0.53,0.18,0.59,0.15,0.47,0.07,0.24
1376.0,26.0,104.0,0.31,0.07,0.27,0.05,0.19,0.01,0.04
1377.0,11.0,54.0,0.31,0.06,0.27,0.04,0.18,0.0,0.0
1378.0,25.0,81.0,0.38,0.14,0.44,0.11,0.36,0.0,0.0
1379.0,14.0,54.0,0.41,0.11,0.43,0.11,0.43,0.04,0.14
1380.0,17.0,49.0,0.32,0.12,0.35,0.1,0.29,0.06,0.18
1381.0,11.0,57.0,0.57,0.12,0.64,0.07,0.36,0.04,0.18
1382.0,16.0,76.0,0.52,0.13,0.62,0.09,0.44,0.01,0.06
1383.0,7.0,14.0,0.52,0.29,0.57,0.21,0.43,0.0,0.0
1384.0,9.0,24.0,0.53,0.21,0.56,0.21,0.56,0.08,0.22
1385.0,11.0,40.0,0.59,0.17,0.64,0.15,0.55,0.1,0.36
1386.0,17.0,29.0,0.56,0.38,0.65,0.34,0.59,0.14,0.24
